Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,CO,Colorado,Women's Health,Mammogram,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,Overall,Overall,950,25.8,24,27.6,3,,,,,,,,,,,,,
2014,CO,Colorado,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Women's Health,Mammogram,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Women's Health,Mammogram,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Women's Health,Pap Test,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CO,Colorado,Women's Health,Pap Test,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,Overall,Overall,563,15.4,13.8,16.9,3,,,,,,,,,,,,,
2014,CT,Connecticut,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,Yes,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Alcohol Consumption,Alcohol Consumption,Adults who have had at least one drink of alcohol within the past 30 days,No,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Alcohol Consumption,Binge Drinking,Binge drinkers (males having five or more drinks on one occasion,,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Alcohol Consumption,Binge Drinking,Binge drinkers (males having five or more drinks on one occasion,,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,409,5.7,4.9,6.4,2,,,,,,,,,,,,,
2014,CT,Connecticut,Alcohol Consumption,Heavy Drinking,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Arthritis,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,748,9.2,8.2,10.1,710,%,Crude Prevalence,,,BRFSS,CLASS03,Topic06,9,BO1,CAT1,_CASTHM1,RESP046,(41.56266102000046
2014,CT,Connecticut,Chronic Health Indicators,Asthma,Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Asthma,Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions),No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,Yes,Overall,Overall,410,3.7,3.2,4.2,573,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,9,BO1,CAT1,CVDCRHD4,RESP046,(41.56266102000046
2014,CT,Connecticut,Chronic Health Indicators,Cardiovascular Disease,Ever told you had angina or coronary heart disease?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,Yes,Overall,Overall,400,3.7,3.3,4.2,527,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,9,BO1,CAT1,CVDINFR4,RESP046,(41.56266102000046
2014,CT,Connecticut,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a heart attack (myocardial infarction)?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,Yes,Overall,Overall,251,2.6,2.2,3.1,618,%,Crude Prevalence,,,BRFSS,CLASS03,Topic10,9,BO1,CAT1,CVDSTRK3,RESP046,(41.56266102000046
2014,CT,Connecticut,Chronic Health Indicators,Cardiovascular Disease,Ever told you had a stroke?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,COPD,Ever told you have COPD?,Yes,Overall,Overall,536,5.1,4.5,5.6,845,%,Crude Prevalence,,,BRFSS,CLASS03,Topic14,9,BO1,CAT1,CHCCOPD1,RESP046,(41.56266102000046
2014,CT,Connecticut,Chronic Health Indicators,COPD,Ever told you have COPD?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,880,9.2,8.4,10,1,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,Overall,Overall,234,2.5,2.1,2.9,983,%,Crude Prevalence,,,BRFSS,CLASS03,Topic35,9,BO1,CAT1,CHCKIDNY,RESP046,(41.56266102000046
2014,CT,Connecticut,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,Yes,Overall,Overall,817,7.1,6.4,7.8,799,%,Crude Prevalence,,,BRFSS,CLASS03,Topic40,9,BO1,CAT1,CHCOCNCR,RESP046,(41.56266102000046
2014,CT,Connecticut,Chronic Health Indicators,Other Cancer,Ever told you had any other types of cancer?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,Yes,Overall,Overall,706,5.8,5.2,6.4,756,%,Crude Prevalence,,,BRFSS,CLASS03,Topic53,9,BO1,CAT1,CHCSCNCR,RESP046,(41.56266102000046
2014,CT,Connecticut,Chronic Health Indicators,Skin Cancer,Ever told you had skin cancer?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,726,15.5,14.1,16.9,3,,,,,,,,,,,,,
2014,CT,Connecticut,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions),No,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Had a blood stool test in the past year,Overall,Overall,332,9.1,7.8,10.4,3,,,,,,,,,,,,,
2014,CT,Connecticut,Colorectal Cancer Screening,Blood Stool Test,Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions),Have not had a blood stool test in the past year,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Colorectal Cancer Screening,Sigmoidoscopy,Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions),No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Met USPSTF recommendations for testing,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Colorectal Cancer Screening,USPSTF Recommendations,Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions),Did not meet USPSTF recommendations for testing,Overall,Overall,899,26.9,24.9,28.8,3,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Age,What is your age?,18-24 years,Overall,Overall,348,12.6,11.1,14,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Age,What is your age?,25-34 years,Overall,Overall,646,15.1,13.9,16.4,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Age,What is your age?,35-44 years,Overall,Overall,921,15.5,14.3,16.7,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Age,What is your age?,45-54 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Age,What is your age?,55-64 years,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Age,What is your age?,65+ years,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Are you blind or do you have serious difficulty seeing,,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Are you blind or do you have serious difficulty seeing,,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Do you have serious difficulty concentrating,,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Do you have serious difficulty concentrating,,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,477,6.4,5.6,7.2,2,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,253,3.1,2.6,3.6,2,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,7,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Adults who are limited in any activities because of physical,,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Adults who are limited in any activities because of physical,,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,Overall,Overall,847,8.7,7.9,9.5,2,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,517,11.6,10.4,12.8,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,206,3.8,3.1,4.5,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,244,3.4,2.8,4,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Student,Overall,Overall,163,5.7,4.6,6.8,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,2,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,441,5.8,5,6.5,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,3,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,364,5.1,4.4,5.8,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,639,8.1,7.2,8.9,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Income,What is your annual household income?,Less than $15,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Income,What is your annual household income?,$15 ,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Income,What is your annual household income?,$25 ,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Income,What is your annual household income?,$35 ,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Income,What is your annual household income?,$50 ,,,,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,4,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,917,6.4,5.8,7,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,143,2.1,1.6,2.5,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,1,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,209,4.4,3.6,5.2,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,16,,,,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,52,0.9,0.6,1.2,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,273,4.7,4,5.4,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,837,14.1,12.9,15.2,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,839,15.1,13.9,16.4,1,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,5,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Race,What is your race/ethnicity?,White,Overall,Overall,6,,,,,,,,,,,,,,,,,
2014,CT,Connecticut,Demographics,Race,What is your race/ethnicity?,Black,Overall,Overall,586,9.2,8.3,10.2,1,,,,,,,,,,,,,
